"pid","hid","sex","age","ghq","opngbha","opngbhb","opngbhc","opngbhd","opngbhe","opngbhf","opngbhg","opngbhh","neigh","isced","highqual","wave"
12469939,13027565,"male",23,0,3,3,1,1,3,3,3,2,"yes","hisec mivoc","further vocational",13
12469963,13027565,"male",21,1,3,4,5,4,3,3,4,4,"yes","first degree","further non-vocational",13
12469998,13027565,"male",18,0,3,4,5,2,2,2,4,2,"yes","hisec mivoc","further vocational",13
12473227,13027689,"male",73,0,3,3,2,2,3,3,4,4,"yes","higher voc","further vocational",13
12476587,13027794,"female",39,9,2,2,2,2,2,2,2,2,"yes","primary","no further",13
12478822,13027832,"male",51,1,3,3,2,2,2,2,2,2,"yes","first degree","further non-vocational",13
12478857,13027832,"female",49,0,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",13
12478881,13027832,"female",22,0,3,3,4,2,3,4,3,4,"yes","first degree","further non-vocational",13
12478911,13027832,"female",19,0,2,3,3,1,3,3,3,2,"yes","hisec mivoc","further vocational",13
12478946,13027832,"male",16,1,2,2,2,1,2,2,2,3,"yes","low sec-voc","further vocational",13
12490024,13027948,"male",57,1,1,2,4,2,2,4,2,2,"yes","higher voc","further vocational",13
12490113,13027948,"female",24,6,3,4,4,4,4,4,3,4,"yes","first degree","further non-vocational",13
12492256,13028014,"female",76,NA,2,2,2,4,3,2,3,2,"yes","primary","no further",13
12500097,13028081,"female",84,NA,4,2,2,4,2,3,2,2,"yes","primary","no further",13
12505692,13028219,"female",72,0,2,2,2,2,2,2,2,3,"yes","low sec-voc","further vocational",13
12507938,13028235,"male",51,1,1,1,2,2,2,2,3,2,"yes","hisec mivoc","further vocational",13
12507962,13028235,"female",51,0,1,2,2,2,2,2,1,1,"yes","low secondary",NA,13
12508039,13028235,"male",24,0,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",13
12510297,13028316,"male",30,0,2,3,3,3,3,2,3,2,"yes","low sec-voc","further vocational",13
12512443,13028375,"female",37,0,2,3,2,4,2,2,2,2,"yes","low sec-voc","further vocational",13
12521361,13028448,"male",50,0,2,2,2,2,3,2,2,2,"yes","hisec mivoc","further vocational",13
12521396,13028448,"female",48,0,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",13
12521426,13028448,"male",19,0,2,2,2,4,2,2,2,2,"yes","hisec mivoc","further vocational",13
12521469,13028448,"female",17,1,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
12539287,13028561,"female",66,7,3,4,4,4,2,2,2,2,"no","primary","no further",13
12544876,13028588,"female",78,12,5,2,2,5,4,2,4,2,"no","primary","no further",13
12547123,13028618,"male",67,1,2,1,2,4,1,2,1,2,"yes","primary","no further",13
71171991,13028618,"female",65,5,2,2,2,2,3,2,2,2,"yes","primary","no further",13
12555339,13028669,"male",64,NA,2,2,2,4,3,2,2,2,"yes","primary","no further",13
12555487,13028669,"female",19,4,2,2,2,2,3,3,3,2,"yes","low sec-voc","further vocational",13
12555517,13028669,"female",17,1,2,2,2,2,2,3,2,2,"yes","low sec-voc","further vocational",13
12588547,13028898,"male",76,0,2,2,2,4,3,1,2,2,"yes","primary","no further",13
12588571,13028898,"female",75,0,2,2,2,4,2,2,3,2,"mixed","primary","no further",13
12626678,13028944,"female",61,0,2,2,2,2,2,2,2,2,"yes","primary","no further",13
12629979,13028979,"female",60,0,3,2,3,4,2,5,2,2,"yes","low sec-voc","further vocational",13
12645672,13028995,"female",58,0,2,2,4,2,2,2,2,2,"yes","primary","no further",13
12647918,13029045,"male",54,0,1,1,1,5,2,1,1,1,"yes","primary","no further",13
120479419,13029045,"female",44,0,1,1,2,5,4,1,2,1,"yes","primary","no further",13
12654604,13029088,"male",51,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12654698,13029118,"female",24,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
130436038,13029118,"male",25,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12655716,13029134,"male",63,0,1,1,1,2,1,2,2,2,"yes","low sec-voc","further vocational",13
12655759,13029134,"female",58,0,1,1,1,3,2,2,2,2,"yes","primary","no further",13
12668036,13029185,"male",41,0,2,2,3,4,2,2,2,2,"yes","low sec-voc","further vocational",13
12668079,13029185,"female",41,0,2,2,2,4,2,2,1,2,"yes","low sec-voc","further vocational",13
12668109,13029185,"male",16,0,2,1,3,1,3,2,2,2,"yes","low sec-voc","further vocational",13
12671398,13029274,"male",56,9,3,3,4,4,2,3,4,2,"yes","low sec-voc","further vocational",13
12671428,13029274,"female",54,0,3,3,4,5,2,2,2,4,"yes","low sec-voc","further vocational",13
12682586,13029398,"male",72,0,2,2,2,4,2,2,4,2,"yes","higher voc","further vocational",13
12682616,13029398,"female",51,1,3,3,3,5,3,2,3,5,"yes","primary","no further",13
12682659,13029398,"female",25,0,2,2,3,3,3,2,3,3,"yes","low sec-voc","further vocational",13
12696021,13029479,"female",39,1,2,2,2,2,4,2,2,2,"yes","primary","no further",13
12706132,13029568,"male",78,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12706167,13029568,"female",52,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12718416,13029665,"female",39,3,2,1,1,1,4,1,-1,1,"yes","higher voc","further vocational",13
12718459,13029665,"male",19,3,5,4,3,2,2,5,3,3,"no","hisec mivoc","further vocational",13
12718483,13029665,"male",18,6,2,1,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",13
41589998,13029665,"male",36,NA,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",13
12721778,13029819,"female",48,9,4,2,3,4,2,2,4,2,"no","low sec-voc","further vocational",13
12721808,13029819,"female",24,0,4,4,4,4,1,4,4,4,"no","first degree","further non-vocational",13
12721832,13029819,"female",22,0,2,2,2,5,2,3,4,3,"no","low sec-voc","further vocational",13
12722898,13029878,"female",46,0,3,2,2,2,3,2,2,2,"mixed","low sec-voc","further vocational",13
12722928,13029878,"female",18,0,4,1,1,1,3,4,5,3,"no","low sec-voc","further vocational",13
51444437,13029878,"male",47,4,3,2,1,1,1,2,3,2,"mixed","primary","no further",13
12728497,13029975,"male",50,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12728527,13029975,"female",47,6,2,2,2,3,2,2,2,2,"yes","higher voc","further vocational",13
12728551,13029975,"female",25,8,3,1,1,4,2,5,5,2,"yes","higher degree","further non-vocational",13
12728616,13029975,"female",16,2,3,2,4,5,4,5,3,3,"no","low sec-voc","further vocational",13
12731846,13030051,"male",60,0,2,3,4,2,2,2,2,2,"yes","primary","no further",13
12731889,13030051,"female",42,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12738573,13030248,"female",62,0,2,2,2,2,2,2,2,2,"yes","primary","no further",13
61607266,13030248,"female",43,5,4,2,4,4,2,2,4,2,"mixed","low sec-voc","further vocational",13
12745286,13030299,"male",74,1,4,4,4,5,2,2,4,3,"mixed","higher voc","further vocational",13
12745316,13030299,"female",71,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12746401,13030345,"female",79,1,3,2,2,5,4,1,2,2,"yes","primary","no further",13
12753122,13030361,"female",36,0,3,3,4,4,2,2,3,2,"yes","low sec-voc","further vocational",13
12753157,13030361,"male",17,0,2,2,3,4,2,2,3,2,"yes","low sec-voc","further vocational",13
120502178,13030361,"male",38,1,3,3,4,4,2,3,2,2,"mixed","first degree","further non-vocational",13
12756482,13030507,"male",43,0,2,3,4,3,2,1,3,2,"yes","low sec-voc","further vocational",13
12757608,13030523,"female",80,0,1,1,1,4,2,1,2,2,"yes","primary","no further",13
12758752,13030558,"male",41,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12758787,13030558,"male",16,1,1,1,1,3,1,1,1,2,"yes","primary","no further",13
12760951,13030639,"male",46,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12760986,13030639,"female",45,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12762083,13030698,"female",77,1,1,1,1,2,2,2,2,2,"yes","primary","no further",13
12765449,13030728,"male",84,NA,2,4,2,4,4,2,3,2,"yes","low sec-voc","further vocational",13
12767719,13030779,"female",54,12,2,3,4,4,1,2,4,4,"yes","low sec-voc","further vocational",13
12771031,13030817,"male",75,0,2,2,3,4,2,2,2,2,"yes","low sec-voc","further vocational",13
12771066,13030817,"female",66,0,2,2,4,4,2,2,2,1,"yes","primary","no further",13
12777757,13030868,"male",52,0,2,2,2,2,2,3,2,2,"yes","hisec mivoc","further vocational",13
12777781,13030868,"female",49,11,4,2,2,2,1,4,4,2,"no","primary","no further",13
12777811,13030868,"male",26,0,3,2,4,4,2,3,2,3,"yes","first degree","further non-vocational",13
12778877,13030922,"male",45,0,3,2,1,2,3,2,2,3,"yes","low secondary",NA,13
12778907,13030922,"female",42,3,2,3,3,3,2,2,3,2,"yes","low secondary",NA,13
12778966,13030922,"male",17,0,4,3,4,5,3,4,4,4,"yes","hisec mivoc","further vocational",13
12779008,13030922,"male",15,0,2,3,4,4,3,3,3,2,"yes","not defined","no further",13
12783358,13031074,"male",72,0,2,2,2,3,2,2,3,2,"yes","hisec mivoc","further vocational",13
12783382,13031074,"female",68,0,3,2,4,4,2,-1,3,4,"yes","low sec-voc","further vocational",13
12800147,13031155,"male",61,0,3,3,4,3,2,4,4,4,"yes","higher voc","further vocational",13
12800171,13031155,"female",62,0,2,3,3,4,3,4,3,2,"yes","primary","no further",13
12803502,13031198,"female",61,2,2,3,2,5,3,3,2,2,"mixed","primary","no further",13
12805742,13031228,"male",61,0,2,2,2,2,2,1,2,2,"yes","primary","no further",13
12805777,13031228,"female",57,0,2,2,1,2,2,1,2,2,"yes","primary","no further",13
12809136,13031279,"female",48,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
12815829,13031333,"male",56,0,4,2,2,4,2,2,2,4,"mixed","higher voc","further vocational",13
12815853,13031333,"female",55,2,4,3,3,4,2,4,3,3,"yes","first degree","further non-vocational",13
12818097,13031384,"female",80,3,4,2,2,2,3,2,-1,2,"mixed","primary","no further",13
12827029,13031406,"female",87,2,2,2,1,4,2,1,3,2,"mixed","primary","no further",13
61660655,13031406,"female",59,0,3,2,2,4,2,2,3,4,"yes","higher voc","further vocational",13
12828149,13031449,"male",76,0,2,3,4,4,2,3,2,2,"yes","higher voc","further vocational",13
12828173,13031449,"female",69,6,1,1,2,5,1,3,2,2,"mixed","primary","no further",13
12840459,13031538,"female",69,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
12848328,13031554,"female",64,0,1,1,2,3,2,2,2,2,"yes","primary","no further",13
12850527,13031619,"male",41,1,2,2,2,2,3,-1,2,2,"yes","low sec-voc","further vocational",13
12850551,13031619,"female",34,3,2,3,3,4,2,3,3,2,"yes","low sec-voc","further vocational",13
12852767,13031716,"male",59,0,2,2,2,3,2,5,2,2,"yes","hisec mivoc","further vocational",13
12852791,13031716,"female",56,7,1,2,2,2,2,5,1,1,"yes","low sec-voc","further vocational",13
12861723,13031759,"male",84,6,4,2,4,2,2,4,3,2,"no","low sec-voc","further vocational",13
12868442,13031775,"female",56,0,2,2,2,3,2,3,3,2,"yes","hisec mivoc","further vocational",13
12868507,13031775,"male",23,1,3,2,2,2,3,4,3,4,"yes","hisec mivoc","further vocational",13
12868477,13031775,"male",51,0,1,3,2,2,2,3,2,4,"yes","primary","no further",13
12875198,13031813,"male",41,1,2,2,3,2,1,2,1,1,"yes","low sec-voc","further vocational",13
12875252,13031813,"female",17,1,2,2,3,4,1,2,3,2,"yes","low sec-voc","further vocational",13
12888591,13031848,"male",75,1,3,2,2,2,2,3,2,2,"yes","primary","no further",13
12900907,13031864,"male",74,9,2,2,2,5,1,1,1,1,"yes","higher voc","further vocational",13
12900931,13031864,"female",71,11,3,2,2,5,5,1,5,1,"mixed","low sec-voc","further vocational",13
12902039,13031929,"male",38,6,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",13
12902098,13031929,"male",16,0,2,2,2,2,2,3,2,2,"yes","low sec-voc","further vocational",13
12917702,13032038,"female",54,0,1,1,1,4,2,2,2,1,"yes","primary","no further",13
41710606,13032038,"male",70,0,2,2,1,5,2,2,3,2,"yes","higher voc","further vocational",13
12938971,13032135,"male",65,0,1,2,2,4,2,1,1,2,"yes","higher degree","further non-vocational",13
12939005,13032135,"female",61,1,1,1,1,2,2,1,2,2,"yes","low sec-voc","further vocational",13
12941212,13032178,"male",80,1,2,1,2,2,2,1,2,2,"yes","low sec-voc","further vocational",13
12941247,13032178,"female",80,1,2,3,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
12942367,13032216,"female",54,0,1,3,4,4,2,1,2,3,"yes","higher voc","further vocational",13
12942456,13032216,"female",19,2,3,3,3,3,4,4,4,4,"no","hisec mivoc","further vocational",13
12942421,13032232,"female",25,7,4,4,4,4,2,2,5,4,"yes","first degree","further non-vocational",13
12945692,13032291,"male",74,0,1,2,4,2,2,2,2,3,"yes","higher voc","further vocational",13
12945722,13032291,"female",51,5,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
12949051,13032348,"male",72,0,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",13
12949086,13032348,"female",70,0,2,2,2,4,2,2,2,2,"yes","primary","no further",13
12952419,13032399,"male",71,0,1,1,2,4,3,1,2,2,"yes","low sec-voc","further vocational",13
12952443,13032399,"female",71,0,1,1,3,4,3,1,1,4,"yes","low sec-voc","further vocational",13
12958018,13032518,"male",49,1,2,2,2,2,2,3,3,2,"yes","primary","no further",13
12958042,13032518,"female",47,0,3,3,3,4,4,3,3,4,"yes","low sec-voc","further vocational",13
12958107,13032518,"female",22,0,2,4,4,4,2,4,4,4,"yes","higher voc","further vocational",13
12960241,13032585,"male",45,5,2,2,4,4,1,1,2,1,"yes","hisec mivoc","further vocational",13
12960276,13032585,"female",52,3,2,2,2,3,2,2,2,2,"yes","low sec-voc","further vocational",13
12960306,13032585,"female",19,5,2,2,2,5,3,3,2,4,"yes","hisec mivoc","further vocational",13
12964727,13032658,"male",74,8,3,2,2,2,1,2,2,1,"yes","low sec-voc","further vocational",13
12964751,13032658,"female",73,3,2,2,2,4,2,2,2,4,"yes","higher voc","further vocational",13
12965847,13032704,"male",82,11,2,2,3,-1,-1,2,2,-1,"yes","hisec mivoc","further vocational",13
12965871,13032704,"female",79,4,2,2,4,4,2,2,2,2,"yes","hisec mivoc","further vocational",13
12966967,13032798,"female",89,NA,2,3,2,5,4,2,2,5,"yes","primary","no further",13
12972568,13032828,"male",60,12,2,3,2,4,4,1,1,4,"yes","primary","no further",13
12972592,13032828,"male",71,4,2,2,2,4,1,3,3,1,"yes","low sec-voc","further vocational",13
12986038,13032984,"male",69,2,1,2,2,2,2,2,2,2,"yes","primary","no further",13
22833838,13032984,"female",60,NA,2,2,2,2,3,1,2,1,"yes","primary","no further",13
12989363,13033069,"male",39,2,3,4,4,4,4,3,3,4,"yes","low sec-voc","further vocational",13
12989398,13033069,"female",32,0,3,4,4,4,2,2,3,3,"yes","hisec mivoc","further vocational",13
12989428,13033069,"female",17,0,2,2,-1,4,2,2,5,4,"no","low sec-voc","further vocational",13
12990477,13033158,"male",55,0,2,2,2,4,2,2,2,4,"yes","low sec-voc","further vocational",13
12990507,13033158,"female",56,2,2,2,2,4,2,3,2,2,"yes","low sec-voc","further vocational",13
12990531,13033158,"male",31,5,2,3,2,4,2,4,3,2,"yes","low sec-voc","further vocational",13
12994987,13033239,"female",64,0,2,1,1,2,2,1,2,2,"yes","low sec-voc","further vocational",13
12999431,13033271,"male",83,0,2,2,3,3,2,2,2,4,"yes","higher voc","further vocational",13
12999466,13033271,"female",84,0,2,2,2,4,2,2,2,3,"yes","higher voc","further vocational",13
13001671,13033328,"male",51,0,2,2,4,4,2,4,2,2,"yes","low sec-voc","further vocational",13
13001701,13033328,"female",49,1,5,4,4,4,2,5,4,3,"yes","higher voc","further vocational",13
13001736,13033328,"female",21,5,3,3,3,3,4,5,5,3,"yes","hisec mivoc","further vocational",13
13001779,13033328,"male",18,2,3,3,4,4,2,5,4,4,"yes","hisec mivoc","further vocational",13
13002791,13033417,"male",56,0,1,2,2,4,2,1,2,3,"yes","low sec-voc","further vocational",13
13002821,13033417,"female",57,0,2,2,2,4,2,2,2,3,"yes","low sec-voc","further vocational",13
13002899,13033417,"male",21,2,3,3,2,4,3,3,2,3,"yes","hisec mivoc","further vocational",13
13007289,13033484,"male",74,1,2,3,4,5,2,2,4,2,"yes","primary","no further",13
13014021,13033506,"female",76,0,3,2,2,4,3,2,2,2,"no","primary","no further",13
13017357,13033522,"male",80,4,3,2,3,4,2,2,3,4,"yes","low sec-voc","further vocational",13
13017381,13033522,"female",75,2,2,2,2,2,3,2,2,2,"yes","low sec-voc","further vocational",13
13017411,13033522,"female",45,1,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",13
13027433,13033654,"male",70,0,1,2,2,4,2,1,2,2,"yes","higher voc","further vocational",13
13027468,13033654,"female",68,0,1,1,2,2,2,1,2,2,"yes","low sec-voc","further vocational",13
13029673,13033719,"male",68,0,3,3,4,4,2,2,2,3,"mixed","primary","no further",13
13029703,13033719,"female",67,0,2,2,4,5,2,2,3,2,"yes","primary","no further",13
13033069,13033751,"female",53,1,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
13033123,13033751,"male",26,2,1,2,3,4,2,4,3,2,"yes","low sec-voc","further vocational",13
130505951,13033751,"female",22,1,3,3,4,4,3,4,3,4,"yes","first degree","further non-vocational",13
13034146,13033816,"female",49,0,2,3,3,3,2,2,2,4,"yes","hisec mivoc","further vocational",13
13034189,13033816,"male",49,0,3,3,2,4,2,1,2,3,"yes","first degree","further non-vocational",13
13034243,13033816,"male",22,0,2,2,2,2,3,2,3,4,"yes","hisec mivoc","further vocational",13
13034278,13033816,"male",20,0,2,2,2,3,3,3,3,3,"yes","higher voc","further vocational",13
13034308,13033816,"female",17,0,2,2,4,4,3,3,4,4,"yes","low sec-voc","further vocational",13
13036386,13033913,"female",59,0,2,2,2,2,2,2,2,2,"yes","primary","no further",13
13036416,13033913,"male",68,0,1,1,2,1,2,1,1,1,"yes","higher voc","further vocational",13
13039741,13033964,"male",78,0,1,2,2,3,2,1,2,2,"yes","primary","no further",13
13039776,13033964,"female",74,0,2,2,2,4,2,2,2,2,"yes","primary","no further",13
13040863,13034014,"male",44,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
13044257,13034065,"female",39,0,2,2,2,3,2,2,2,2,"yes","low sec-voc","further vocational",13
61777811,13034065,"male",42,0,2,1,3,3,2,2,3,2,"yes","low sec-voc","further vocational",13
13052063,13034189,"male",61,0,3,3,4,4,3,2,3,3,"yes","hisec mivoc","further vocational",13
13052128,13034189,"male",23,5,2,2,2,3,2,2,3,3,"yes","hisec mivoc","further vocational",13
13065491,13034235,"female",69,0,1,1,1,2,2,2,2,1,"yes","primary","no further",13
13071092,13034251,"male",55,0,1,2,2,3,2,1,2,2,"yes","low sec-voc","further vocational",13
13071122,13034251,"female",53,1,2,2,3,4,2,1,2,3,"yes","low sec-voc","further vocational",13
13073338,13034294,"male",68,4,2,2,2,2,2,3,2,2,"yes","hisec mivoc","further vocational",13
13073362,13034294,"female",68,7,2,3,3,4,3,3,2,2,"yes","hisec mivoc","further vocational",13
13075608,13034332,"female",59,3,2,2,2,4,2,2,3,2,"yes","higher voc","further vocational",13
13082299,13034375,"male",42,2,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",13
13083449,13034464,"female",40,0,1,1,1,1,2,1,1,1,"yes","first degree","further non-vocational",13
110489322,13034464,"male",40,0,3,2,3,3,2,2,2,3,"yes","low sec-voc","further vocational",13
13096842,13034588,"male",80,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
13096877,13034588,"female",76,0,2,2,2,2,2,2,2,2,"yes","primary","no further",13
13097962,13034634,"male",57,5,2,3,3,4,2,4,3,2,"yes","primary","no further",13
13098063,13034634,"male",21,3,3,4,5,4,3,3,3,4,"yes","higher voc","further vocational",13
13099086,13034707,"female",54,0,1,1,1,2,2,1,2,2,"yes","hisec mivoc","further vocational",13
13099116,13034707,"male",52,0,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",13
13105809,13034758,"female",51,0,2,2,2,4,1,2,2,4,"yes","first degree","further non-vocational",13
13105833,13034758,"male",49,1,2,3,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",13
13105892,13034758,"male",21,2,3,2,2,4,4,3,4,4,"yes","low sec-voc","further vocational",13
13105922,13034758,"female",18,0,2,2,2,5,2,4,2,5,"yes","low sec-voc","further vocational",13
13106929,13034855,"male",44,1,2,3,3,2,3,2,3,3,"yes","primary","no further",13
13106953,13034855,"female",42,0,2,2,3,2,4,2,3,3,"yes","higher voc","further vocational",13
13106988,13034855,"female",21,0,2,3,2,2,3,4,2,2,"yes","hisec mivoc","further vocational",13
13109162,13034928,"male",68,1,1,1,1,1,1,2,1,1,"yes","primary","no further",13
13109197,13034928,"female",59,0,2,2,2,2,2,2,2,2,"yes","higher voc","further vocational",13
13114751,13034995,"male",50,4,1,1,2,3,2,1,3,1,"yes","hisec mivoc","further vocational",13
13119249,13035029,"female",79,10,1,1,2,1,1,1,2,2,"yes","low sec-voc","further vocational",13
13119273,13035029,"male",79,0,2,1,2,1,1,1,2,2,"yes","low sec-voc","further vocational",13
13122592,13035061,"female",56,0,1,1,1,1,1,1,2,1,"yes","primary","no further",13
13122622,13035061,"male",56,0,2,2,2,2,2,2,2,2,"yes","primary","no further",13
13122681,13035061,"male",30,0,2,2,2,5,3,2,4,2,"yes","low secondary",NA,13
13125958,13035169,"male",63,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
13125982,13035169,"female",60,5,2,2,2,2,1,2,2,2,"yes","primary","no further",13
13126016,13035169,"female",19,2,3,3,4,4,2,5,4,4,"yes","hisec mivoc","further vocational",13
13132679,13035223,"male",65,0,3,3,3,2,3,2,3,3,"yes","higher voc","further vocational",13
13132709,13035223,"female",64,0,2,2,3,3,2,1,2,2,"yes","low sec-voc","further vocational",13
13138308,13035274,"female",46,6,2,2,2,2,1,1,2,2,"yes","first degree","further non-vocational",13
13141627,13035398,"male",62,0,2,2,2,2,2,1,2,1,"yes","hisec mivoc","further vocational",13
13141651,13035398,"female",61,0,2,2,2,2,2,2,3,2,"yes","low sec-voc","further vocational",13
13142747,13035444,"male",53,0,2,2,2,2,2,1,3,3,"yes","higher degree","further non-vocational",13
13142771,13035444,"female",52,8,1,1,1,3,2,1,3,3,"yes","higher voc","further vocational",13
13142909,13035444,"male",16,4,3,4,2,2,1,4,3,2,"yes","low sec-voc","further vocational",13
13142933,13035444,"male",16,3,3,5,5,4,3,3,4,2,"yes","low sec-voc","further vocational",13
13142879,13035479,"female",19,8,4,4,3,2,2,4,4,4,"yes","hisec mivoc","further vocational",13
130531359,13035479,"female",19,0,4,4,5,5,2,4,4,4,"yes","hisec mivoc","further vocational",13
130531375,13035479,"female",19,2,4,4,4,4,3,2,4,3,"yes","hisec mivoc","further vocational",13
13146106,13035568,"male",76,0,1,2,3,3,2,1,2,2,"yes","higher degree","further non-vocational",13
13146149,13035568,"female",73,0,3,2,4,4,2,2,3,4,"yes","first degree","further non-vocational",13
13147226,13035606,"male",80,NA,1,2,1,1,3,2,2,2,"yes","primary","no further",13
13150588,13035622,"female",65,0,1,1,1,1,3,1,1,1,"yes","primary","no further",13
13150618,13035622,"male",36,1,1,1,2,2,2,2,2,3,"yes","higher voc","further vocational",13
81201591,13035622,"female",40,1,2,2,3,2,2,2,3,3,"yes","low sec-voc","further vocational",13
13159542,13035703,"male",49,0,2,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",13
13159577,13035703,"female",48,0,3,2,2,2,3,3,3,2,"yes","low sec-voc","further vocational",13
13159607,13035703,"male",18,0,2,2,3,4,1,3,3,3,"yes","hisec mivoc","further vocational",13
13159631,13035703,"male",17,0,1,1,2,3,2,3,2,2,"yes","low sec-voc","further vocational",13
13162926,13035819,"female",64,1,1,1,2,5,2,1,2,2,"yes","primary","no further",13
13180819,13035851,"male",46,1,1,2,4,4,2,1,2,3,"yes","higher voc","further vocational",13
13180843,13035851,"female",45,0,1,1,1,3,1,1,1,1,"yes","low sec-voc","further vocational",13
13180878,13035851,"male",26,1,2,3,3,4,3,-1,4,4,"yes","higher voc","further vocational",13
13180908,13035851,"male",24,4,1,1,1,1,2,3,2,2,"yes","higher voc","further vocational",13
13185292,13035932,"male",75,0,1,1,1,1,1,1,1,1,"yes","primary","no further",13
13185322,13035932,"female",66,1,1,1,1,1,3,1,1,3,"yes","low sec-voc","further vocational",13
13190881,13035975,"male",73,0,2,1,2,2,1,1,2,3,"yes","low sec-voc","further vocational",13
13190911,13035975,"female",61,0,5,4,2,5,2,3,2,4,"yes","low sec-voc","further vocational",13
13192019,13036017,"female",49,0,2,2,2,2,3,2,2,3,"yes","higher voc","further vocational",13
13192043,13036017,"male",48,0,2,2,2,4,2,2,2,2,"yes","higher voc","further vocational",13
13193139,13036068,"male",43,1,2,2,3,2,2,2,2,3,"yes","higher voc","further vocational",13
13193163,13036068,"female",42,4,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
13193198,13036068,"female",16,2,2,2,3,3,2,3,2,2,"yes","low sec-voc","further vocational",13
13195379,13036165,"male",54,0,2,2,3,4,2,2,2,2,"yes","low sec-voc","further vocational",13
13195409,13036165,"female",54,0,2,2,3,3,2,2,2,2,"yes","low sec-voc","further vocational",13
13195468,13036165,"male",27,5,2,2,2,2,2,3,2,1,"yes","higher voc","further vocational",13
13198726,13036238,"male",45,0,2,2,4,2,2,2,3,2,"yes","higher voc","further vocational",13
13198769,13036238,"female",38,0,2,2,4,4,1,1,3,2,"yes","low sec-voc","further vocational",13
13200968,13036319,"female",65,2,4,3,2,2,2,2,3,2,"mixed","low sec-voc","further vocational",13
13200992,13036319,"male",60,0,3,3,1,2,2,3,4,4,"yes","higher voc","further vocational",13
13213288,13036378,"male",43,12,4,2,4,5,2,2,3,4,"yes","low secondary",NA,13
13213318,13036378,"female",38,1,3,2,3,4,2,2,2,2,"yes","low secondary",NA,13
13213342,13036378,"male",17,0,3,3,2,4,3,3,5,3,"yes","primary","no further",13
13213377,13036378,"female",16,6,2,2,3,3,2,2,2,2,"yes","low sec-voc","further vocational",13
130545554,13036378,"male",19,0,3,2,2,2,2,2,3,2,"yes","low sec-voc","further vocational",13
13220004,13036548,"female",58,3,2,2,2,2,2,2,4,3,"yes","low sec-voc","further vocational",13
13223356,13036564,"male",52,0,2,3,2,2,2,2,3,2,"yes","hisec mivoc","further vocational",13
13223399,13036564,"female",48,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",13
13225596,13036629,"female",50,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
13225626,13036629,"male",38,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
13226711,13036718,"female",55,6,1,1,1,2,2,1,2,2,"yes","low sec-voc","further vocational",13
13226746,13036718,"male",27,9,1,2,2,2,2,3,3,2,"yes","low sec-voc","further vocational",13
13227831,13036769,"female",81,0,1,2,2,2,2,2,2,1,"yes","higher voc","further vocational",13
13228951,13036785,"male",47,1,2,3,4,2,3,1,2,4,"yes","low sec-voc","further vocational",13
13228986,13036785,"female",43,2,1,2,2,2,3,2,2,2,"yes","hisec mivoc","further vocational",13
13229028,13036807,"male",18,0,5,2,4,2,2,4,5,2,"mixed","hisec mivoc","further vocational",13
